"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL4060569";"TAK-915";"TAK-915";"Small molecule";"1.0";"458.37";"19";"46";"2.98";"102.02";"6";"2";"0";"6";"N";"0.65";"11.99";"1.22";"2.43";"2.43";"2";"MOL";"0";"32";"9";"2";"0";"458.1213";"-1.14";"NEUTRAL";"C19H18F4N4O5";"COC[C@@H](NC(=O)N1CC(=O)Nc2cc(OC)cnc21)c1ccc(OC(F)(F)F)c(F)c1";"AWJSRXUQLSPAOI-CQSZACIVSA-N"
"CHEMBL1201197";"ALATROFLOXACIN";"ALATROFLOXACIN|Alatrofloxacin";"Small molecule";"4.0";"558.52";"1";"2";"0.90";"159.65";"8";"4";"1";"7";"N";"0.33";"5.52";"8.09";"-0.88";"-0.92";"3";"MOL";"0";"40";"11";"5";"2";"558.1839";"-0.73";"ACID";"C26H25F3N6O5";"C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]21";"UUZPPAMZDFLUHD-VUJLHGSVSA-N"
"CHEMBL308148";"SAREDUTANT";"SAREDUTANT|SR-48968";"Small molecule";"3.0";"552.55";"11";"34";"6.37";"52.65";"3";"1";"2";"9";"N";"0.34";"13.69";"9.03";"5.25";"3.61";"3";"MOL";"0";"38";"5";"1";"2";"551.2106";"-1.06";"BASE";"C31H35Cl2N3O2";"CC(=O)NC1(c2ccccc2)CCN(CC[C@H](CN(C)C(=O)c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1";"PGKXDIMONUAMFR-AREMUKBSSA-N"
"CHEMBL3989496";"TEZACITABINE";"ANHYDROUS|FMDC|MDL 101,731|TEZACITABINE|TEZACITABINE MONOHYDRATE";"Small molecule";"2.0";"275.24";"";"";"-1.07";"110.60";"7";"3";"0";"2";"N";"0.62";"13.28";"None";"-1.93";"-1.93";"1";"MOL";"0";"18";"7";"4";"0";"257.0812";"0.98";"NEUTRAL";"C10H14FN3O5";"Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)/C2=C\F)c(=O)n1.O";"XPYQFIISZQCINN-QVXDJYSKSA-N"
"CHEMBL286013";"DIMEBUTIC ACID";"2,2-Dimethyl-Butyric Acid|DIMEBUTIC ACID|NSC-16045|NSC-741804";"Small molecule";"2.0";"116.16";"35";"197";"1.51";"37.30";"1";"1";"0";"2";"Y";"0.59";"5.00";"None";"2.02";"-0.35";"0";"MOL";"0";"8";"2";"1";"0";"116.0837";"0.44";"ACID";"C6H12O2";"CCC(C)(C)C(=O)O";"VUAXHMVRKOTJKP-UHFFFAOYSA-N"
"CHEMBL1599768";"PYRANTEL PAMOATE";"Antiminth|CP 10423-16|CP-10,423-16|CP-10423-16|CP-10423-18|Combantrin|NSC-355080|PYRANTEL (AS PAMOATE)|PYRANTEL EMBONATE|PYRANTEL PAMOATE|PYRANTELI EMBONAS";"Small molecule";"4.0";"594.69";"18";"28";"2.50";"15.60";"3";"0";"0";"2";"Y";"0.73";"None";"10.71";"1.96";"-0.40";"1";"MOL";"0";"14";"2";"0";"0";"206.0878";"-1.36";"BASE";"C34H30N2O6S";"CN1CCCN=C1/C=C/c1cccs1.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O";"AQXXZDYPVDOQEE-MXDQRGINSA-N"
"CHEMBL1213456";"NEMONOXACIN";"NEMONOXACIN|TG-873870";"Small molecule";"3.0";"371.44";"17";"440";"2.22";"97.79";"6";"2";"0";"4";"N";"0.86";"5.53";"9.66";"-0.44";"-0.44";"2";"MOL";"0";"27";"7";"3";"0";"371.1845";"-0.14";"ZWITTERION";"C20H25N3O4";"COc1c(N2C[C@@H](C)C[C@H](N)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12";"AVPQPGFLVZTJOR-RYUDHWBXSA-N"
"CHEMBL253371";"ALVERINE";"ALVERINE|PHENPROPAMINE";"Small molecule";"4.0";"281.44";"5";"29";"4.57";"3.24";"1";"0";"0";"9";"N";"0.65";"None";"10.44";"5.46";"2.55";"2";"MOL";"0";"21";"1";"0";"0";"281.2143";"-0.63";"BASE";"C20H27N";"CCN(CCCc1ccccc1)CCCc1ccccc1";"ZPFXAOWNKLFJDN-UHFFFAOYSA-N"
"CHEMBL3939295";"H3B-6527";"H3B 6527|H3B-6527";"Small molecule";"1.0";"629.55";"5";"23";"5.48";"124.19";"9";"3";"2";"10";"N";"0.25";"9.98";"8.14";"4.79";"4.07";"3";"MOL";"0";"43";"12";"3";"3";"628.2080";"-1.13";"NEUTRAL";"C29H34Cl2N8O4";"C=CC(=O)Nc1cc(N2CCN(CC)CC2)ccc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1";"MBWRLLRCTIYXDW-UHFFFAOYSA-N"
"CHEMBL1200689";"NITRIC OXIDE";"AMIDOGEN, OXO-|GENOSYL|INOVENT|Inomax|NITRIC OXIDE|NITRIC OXIDE TRIMER|NITROGEN OXIDE (NO)|NITROSYL RADICAL|Nitric oxide|OHM-11771";"Small molecule";"4.0";"30.01";"3";"16";"-0.45";"39.37";"1";"0";"0";"0";"Y";"0.36";"None";"None";"-0.35";"-0.35";"0";"MOL";"0";"2";"2";"0";"0";"29.9980";"-0.58";"NEUTRAL";"NO";"[N]=O";"MWUXSHHQAYIFBG-UHFFFAOYSA-N"
"CHEMBL374478";"RIFAMPIN";"ABRIFAM|BA 411661E|BA-41166E|EREMFAT|L-5103|L-5103 LEPETIT|L-5103-LEPETIT|NIH-10782|NSC-113926|RIFADINE|RIFALDAZINE|RIFALDIN|RIFAMPICIN|RIFAMPICINUM|RIFAMPIN|RIFAMYCIN AMP|RIFAPIAM|RIFAPRODIN|RIFOLDIN|RIMACTAN|Rifadin|Rifampicin|Rimactane";"Small molecule";"4.0";"822.95";"351";"7348";"4.34";"220.15";"15";"6";"3";"4";"N";"0.11";"6.80";"7.37";"2.95";"2.87";"2";"MOL";"0";"59";"16";"6";"3";"822.4051";"1.66";"NEUTRAL";"C43H58N4O12";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C";"JQXXHWHPUNPDRT-WLSIYKJHSA-N"
"CHEMBL1201195";"CEFMETAZOLE";"CEFMETAZOLE|U-72791";"Small molecule";"4.0";"471.55";"159";"488";"-0.73";"163.33";"12";"2";"1";"9";"N";"0.20";"3.18";"None";"-0.65";"-4.10";"1";"MOL";"0";"30";"12";"2";"1";"471.0453";"-1.40";"ACID";"C15H17N7O5S3";"CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21";"SNBUBQHDYVFSQF-HIFRSBDPSA-N"
"CHEMBL1201785";"HEXAMINOLEVULINATE HYDROCHLORIDE";"CYSVIEW|CYSVIEW KIT|HEXAMINOLEVULINATE HCL|HEXAMINOLEVULINATE HYDROCHLORIDE|HEXYL AMINOLEVULINATE HCL|Hexvix|P-1026|P-1206";"Small molecule";"4.0";"251.75";"2";"4";"1.42";"69.39";"4";"1";"0";"9";"N";"0.47";"None";"7.83";"1.37";"0.80";"0";"MOL";"0";"15";"4";"2";"0";"215.1521";"0.36";"NEUTRAL";"C11H22ClNO3";"CCCCCCOC(=O)CCC(=O)CN.Cl";"LZYXPFZBAZTOCH-UHFFFAOYSA-N"
"CHEMBL258734";"DANOPREVIR";"DANOPREVIR|R-05190591|R05190591|RO-5190591|RO5190591";"Small molecule";"3.0";"731.84";"23";"167";"3.14";"180.52";"9";"3";"1";"5";"N";"0.38";"3.77";"None";"2.55";"1.61";"1";"MOL";"0";"51";"14";"3";"2";"731.3000";"-0.24";"ACID";"C35H46FN5O9S";"CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O";"ZVTDLPBHTSMEJZ-JSZLBQEHSA-N"
"CHEMBL42442";"OXFENDAZOLE";"NSC-758943|OXFENDAZOLE|RS-8858|SYNANTHIC";"Small molecule";"2.0";"315.35";"132";"629";"2.91";"90.07";"4";"2";"0";"3";"N";"0.73";"9.26";"3.57";"2.62";"2.61";"3";"MOL";"0";"22";"6";"2";"0";"315.0678";"-0.64";"NEUTRAL";"C15H13N3O3S";"COC(=O)Nc1nc2cc([S+]([O-])c3ccccc3)ccc2[nH]1";"BEZZFPOZAYTVHN-UHFFFAOYSA-N"
"CHEMBL1161";"MOMETASONE FUROATE";"ASMANEX HFA|ASMANEX TWISTHALER|Asmanex|Elocon|LAS-41002|LAS41002|LYR-210|LYR210|MOMETASONE|MOMETASONE FUROATE|MOMETASONE FUROATE ANHYDROUS|MOMETASONE FUROATE HYDRATE|MOMETASONE FUROATE MONOHYDRATE|MONOVO|Mometasone furoate monohydrate|NASONEX|NASONEX 24HR ALLERGY|NSC-746171|NSC-760077|Nasonex|SCH 32088|SCH-32088|SINUVA";"Small molecule";"4.0";"521.44";"24";"64";"4.87";"93.81";"6";"1";"1";"4";"N";"0.45";"13.78";"None";"5.06";"5.06";"1";"MOL";"0";"35";"6";"1";"1";"520.1419";"1.46";"NEUTRAL";"C27H30Cl2O6";"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl";"WOFMFGQZHJDGCX-ZULDAHANSA-N"
"CHEMBL146428";"IMEXON";"Amplimexon|IMEXON|NSC-313425";"Small molecule";"2.0";"111.10";"69";"110";"-0.63";"55.96";"2";"2";"0";"0";"Y";"0.40";"11.28";"3.88";"-1.17";"-1.17";"0";"MOL";"0";"8";"4";"2";"0";"111.0433";"0.12";"NEUTRAL";"C4H5N3O";"N=C1NC(=O)N2CC12";"BIXBBIPTYBJTRY-UHFFFAOYSA-N"
"CHEMBL38";"TRETINOIN";"ABEREL|ACTICIN|ALL-TRANS RETINOIC ACID|ALL-TRANS-RETINOIC ACID|ALTRENO|ATRALIN|Avita|EUDYNA|KERLOCAL|NSC-122758|ORISTAR RNA|RETIN A|RETIN-A MICRO|RETIN-A-MICRO|RETINOIC ACID|Renova|Retin-A|TRETINOIN|Tretin-X|Vesanoid";"Small molecule";"4.0";"300.44";"833";"2218";"5.60";"37.30";"1";"1";"1";"5";"N";"0.53";"4.76";"None";"5.01";"2.42";"0";"MOL";"0";"22";"2";"1";"1";"300.2089";"2.31";"ACID";"C20H28O2";"CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1";"SHGAZHPCJJPHSC-YCNIQYBTSA-N"
"CHEMBL244888";"NIFUROXAZIDE";"ERCEFURYL 200|NIFUROXAZIDE|NSC-759261|RC-27109|SJ000287313";"Small molecule";"4.0";"275.22";"54";"155";"1.66";"117.97";"6";"2";"0";"4";"N";"0.50";"8.33";"None";"1.75";"1.70";"2";"MOL";"0";"20";"8";"2";"0";"275.0542";"-1.63";"NEUTRAL";"C12H9N3O5";"O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1";"YCWSUKQGVSGXJO-NTUHNPAUSA-N"
"CHEMBL1735";"INDINAVIR SULFATE";"Crixivan|INDINAVIR SULFATE|INDINAVIR SULFATE ETHANOLATE|INDINAVIR SULPHATE|INDINAVIRI SULFAS|L-735,524|L-735524|MK-639|NSC-697197";"Small molecule";"4.0";"711.88";"22";"49";"2.87";"118.03";"7";"4";"1";"11";"N";"0.26";"13.01";"6.76";"2.81";"2.72";"3";"MOL";"0";"45";"9";"4";"1";"613.3628";"-0.42";"NEUTRAL";"C36H49N5O8S";"CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O";"NUBQKPWHXMGDLP-BDEHJDMKSA-N"
"CHEMBL273453";"ALDOSTERONE";"ALDOSTERONE|NSC-73856";"Small molecule";"1.0";"360.45";"41";"595";"1.85";"91.67";"5";"2";"0";"3";"N";"0.75";"13.82";"None";"1.06";"1.06";"0";"MOL";"0";"26";"5";"2";"0";"360.1937";"2.87";"NEUTRAL";"C21H28O5";"C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12";"PQSUYGKTWSAVDQ-ZVIOFETBSA-N"
"CHEMBL1201050";"PEMIROLAST POTASSIUM";"ALEGYSAL|Alamast|BMY-26517|PEMIROLAST POTASSIUM|PEMIROLAST POTASSIUM SALT|PERMIROLAST POTASSIUM";"Small molecule";"4.0";"266.31";"7";"11";"0.18";"88.83";"6";"1";"0";"1";"N";"0.64";"2.60";"0.39";"0.24";"-1.38";"3";"MOL";"0";"17";"7";"1";"0";"228.0760";"-2.20";"ACID";"C10H7KN6O";"Cc1cccn2c(=O)c(-c3nnn[n-]3)cnc12.[K+]";"NMMVKSMGBDRONO-UHFFFAOYSA-N"
"CHEMBL3137310";"BENZHYDROCODONE HYDROCHLORIDE";"BENZHYDROCODONE HYDROCHLORIDE|KP-201|KP201";"Small molecule";"4.0";"439.94";"";"";"3.72";"48.00";"5";"0";"0";"3";"N";"0.73";"None";"9.36";"3.71";"1.76";"2";"MOL";"0";"30";"5";"0";"0";"403.1784";"1.22";"BASE";"C25H26ClNO4";"COc1ccc2c3c1O[C@H]1C(OC(=O)c4ccccc4)=CC[C@@H]4[C@@H](C2)N(C)CC[C@@]341.Cl";"VVCUIDHKAHHSAN-JJHQWJQCSA-N"
"CHEMBL178459";"OLTIPRAZ";"NSC-347901|OLTIPRAZ";"Small molecule";"3.0";"226.35";"79";"120";"3.30";"25.78";"5";"0";"0";"1";"N";"0.55";"None";"0.23";"1.79";"1.79";"2";"MOL";"0";"13";"2";"0";"0";"225.9693";"-1.42";"NEUTRAL";"C8H6N2S3";"Cc1c(-c2cnccn2)ssc1=S";"CKNAQFVBEHDJQV-UHFFFAOYSA-N"
"CHEMBL1303";"ROTIGOTINE";"LEGANTO|Neupro|ROTIGOTINE|SPM 962|SPM-962";"Small molecule";"4.0";"315.48";"43";"125";"4.27";"23.47";"3";"1";"0";"6";"N";"0.86";"10.03";"10.97";"4.34";"2.21";"2";"MOL";"0";"22";"2";"1";"0";"315.1657";"-1.04";"BASE";"C19H25NOS";"CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1";"KFQYTPMOWPVWEJ-INIZCTEOSA-N"
"CHEMBL1278";"NARATRIPTAN";"Amerge|NARATRIPTAN";"Small molecule";"4.0";"335.47";"11";"50";"2.07";"65.20";"3";"2";"0";"5";"N";"0.88";"11.55";"9.18";"1.44";"-0.34";"2";"MOL";"0";"23";"5";"2";"0";"335.1667";"-0.93";"BASE";"C17H25N3O2S";"CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1";"AMKVXSZCKVJAGH-UHFFFAOYSA-N"
"CHEMBL830";"EFLORNITHINE";"EFLORNITHINE|Eflornithine|Ornidyl|Vaniqa";"Small molecule";"4.0";"182.17";"104";"234";"-0.23";"89.34";"3";"3";"0";"5";"N";"0.55";"2.19";"10.20";"-2.91";"-3.13";"0";"MOL";"0";"12";"4";"5";"0";"182.0867";"0.78";"ZWITTERION";"C6H12F2N2O2";"NCCCC(N)(C(=O)O)C(F)F";"VLCYCQAOQCDTCN-UHFFFAOYSA-N"
"CHEMBL1676";"FLUTICASONE FUROATE";"ALLERMIST|ARNUITY ELLIPTA|AVAMYS|ENNHALE|FLONASE SENSIMIST ALLERGY RELIEF|FLUTICASONE FUROATE|FURAMIST|GSK 685 698|GSK-685968|GSK685968|GW-685698X|GW685698X|RELVAR ELLIPTA|TRELEGY ELLIPTA|Veramyst";"Small molecule";"4.0";"538.58";"14";"29";"4.93";"93.81";"7";"1";"1";"4";"N";"0.54";"13.61";"None";"4.13";"4.13";"1";"MOL";"0";"37";"6";"1";"1";"538.1637";"1.20";"NEUTRAL";"C27H29F3O6S";"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF";"XTULMSXFIHGYFS-VLSRWLAYSA-N"
"CHEMBL1200747";"AMMONIUM LACTATE";"AMMONIUM LACTATE|BMS-186091|E328|LAC HYDRIN|LAC-HYDRIN|NSC-760427";"Small molecule";"4.0";"107.11";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"107.0582";"None";"None";"C3H9NO3";"CC(O)C(=O)O.N";"RZOBLYBZQXQGFY-UHFFFAOYSA-N"
"CHEMBL1568276";"NAFCILLIN SODIUM";"ANHYDROUS NAFCILLIN SODIUM|NAFCILLIN SODIUM|NAFCILLIN SODIUM ANHYDROUS|NAFCILLIN SODIUM MONOHYDRATE|NAFCILLIN SODIUM SALT ANHYDROUS|NAFCILLIN SODIUM SALT MONOHYDRATE|NSC-757108|Nallpen|SODIUM NAFCILLIN|SODIUM NAFCILLIN MONOHYDRATE|Unipen|WY-3277";"Small molecule";"4.0";"454.48";"15";"31";"2.48";"95.94";"5";"2";"0";"5";"N";"0.73";"3.31";"None";"2.29";"-1.13";"2";"MOL";"0";"29";"7";"2";"0";"414.1249";"0.10";"ACID";"C21H23N2NaO6S";"CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+]";"OCXSDHJRMYFTMA-KMFBOIRUSA-M"
"CHEMBL1201109";"DESONIDE";"D-2083|D2083|DESONATE|DESONIDE|Desonate|Desowen|NSC-759226|TRIDESILON|VERDESO";"Small molecule";"4.0";"416.51";"6";"24";"2.33";"93.06";"6";"2";"0";"2";"N";"0.72";"13.75";"None";"1.90";"1.90";"0";"MOL";"0";"30";"6";"2";"0";"416.2199";"2.60";"NEUTRAL";"C24H32O6";"CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1";"WBGKWQHBNHJJPZ-LECWWXJVSA-N"
"CHEMBL14370";"REBOXETINE";"EDRONAX|REBOXETINE";"Small molecule";"4.0";"313.40";"23";"71";"3.19";"39.72";"4";"1";"0";"6";"N";"0.89";"None";"7.91";"3.28";"2.65";"2";"MOL";"0";"23";"4";"1";"0";"313.1678";"-0.17";"NEUTRAL";"C19H23NO3";"CCOc1ccccc1OC(c1ccccc1)C1CNCCO1";"CBQGYUDMJHNJBX-UHFFFAOYSA-N"
"CHEMBL190333";"RWJ-67657";"JNJ-3026582|JNJ3026582|RWJ-67657|RWJ67657";"Small molecule";"1.0";"425.51";"22";"63";"5.12";"50.94";"4";"1";"1";"7";"N";"0.42";"None";"4.89";"5.43";"5.43";"4";"MOL";"0";"32";"4";"1";"1";"425.1903";"-0.84";"NEUTRAL";"C27H24FN3O";"OCCC#Cc1nc(-c2ccc(F)cc2)c(-c2ccncc2)n1CCCc1ccccc1";"QSUSKMBNZQHHPA-UHFFFAOYSA-N"
"CHEMBL1476022";"NOMEGESTROL ACETATE";"NOMEGESTROL ACETATE|ORG 10486-0|ORG-10486-0|TX 066|TX-066|ZOELY";"Small molecule";"3.0";"370.49";"10";"18";"4.19";"60.44";"4";"0";"0";"2";"N";"0.68";"None";"None";"3.42";"3.42";"0";"MOL";"0";"27";"4";"0";"0";"370.2144";"2.02";"NEUTRAL";"C23H30O4";"CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C";"IIVBFTNIGYRNQY-YQLZSBIMSA-N"
"CHEMBL30116";"PIPEMIDIC ACID";"DEBLASTON|DOLCOL|FILTRAX|MEMENTO 400|NSC-758160|NURIL|PI-COLI|PIPEACID|PIPEDAC|PIPEMID|PIPEMIDATE|PIPEMIDIC ACID|PIPEMIDIC ACID ANHYDROUS|PIPEMIDIC ACID HYDRATE|PIPEMIDIC ACID TRIHYDRATE|PIPRAM|PIPURIN|Pipemidic acid|TRACTUR|UROPIMID|UROSTEN|UROVAL";"Small molecule";"4.0";"303.32";"40";"149";"-0.08";"100.35";"7";"2";"0";"3";"N";"0.82";"5.11";"8.57";"-1.79";"-1.80";"2";"MOL";"0";"22";"8";"2";"0";"303.1331";"-1.14";"ZWITTERION";"C14H17N5O3";"CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21";"JOHZPMXAZQZXHR-UHFFFAOYSA-N"
"CHEMBL577";"ENALAPRILAT";"ENALAPRILAT|MK-421|MK-422|Vasotec";"Small molecule";"4.0";"348.40";"34";"132";"1.13";"106.94";"4";"3";"0";"8";"N";"0.65";"3.13";"7.83";"-1.05";"-4.01";"1";"MOL";"0";"25";"7";"3";"0";"348.1685";"-0.14";"ACID";"C18H24N2O5";"C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O";"LZFZMUMEGBBDTC-QEJZJMRPSA-N"
"CHEMBL152";"CIDOFOVIR";"ANHYDROUS CIDOFOVIR|CIDOFOVIR|CIDOFOVIR ANHYDROUS|CIDOFOVIR DIHYDRATE|GS-0504|HPMPC|HPMPC DIHYDRATE|NSC-742135|Vistide";"Small molecule";"4.0";"279.19";"89";"1094";"-1.66";"147.90";"7";"4";"0";"6";"N";"0.45";"1.35";"None";"-2.28";"-4.70";"1";"MOL";"0";"18";"9";"5";"0";"279.0620";"0.33";"ACID";"C8H14N3O6P";"Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1";"VWFCHDSQECPREK-LURJTMIESA-N"
"CHEMBL2104607";"NIKETHAMIDE";"CARDITONIC|Coramine|NICETHAMIDE|NIKETHAMIDE|NSC-130820|Nikethyl";"Small molecule";"4.0";"178.24";"6";"15";"1.56";"33.20";"2";"0";"0";"3";"Y";"0.70";"None";"3.61";"0.77";"0.77";"1";"MOL";"0";"13";"3";"0";"0";"178.1106";"-1.91";"NEUTRAL";"C10H14N2O";"CCN(CC)C(=O)c1cccnc1";"NCYVXEGFNDZQCU-UHFFFAOYSA-N"
"CHEMBL395091";"ESKETAMINE";"(-)-KETAMINE|ESKETAMINE|JNJ-54135419|KETA-S|KETAMINE, (S)-|KETAMINE, S-|KETAVED|L-KETAMINE|S-(-)-KETAMINE|S-KETAMINE";"Small molecule";"4.0";"237.73";"6";"30";"2.90";"29.10";"2";"1";"0";"2";"Y";"0.86";"None";"7.16";"3.35";"3.15";"1";"MOL";"0";"16";"2";"1";"0";"237.0920";"0.02";"NEUTRAL";"C13H16ClNO";"CN[C@]1(c2ccccc2Cl)CCCCC1=O";"YQEZLKZALYSWHR-ZDUSSCGKSA-N"
"CHEMBL26687";"MESCALINE";"2-(3,4,5-Trimethoxyphenyl)Ethanamine|MESCALINE|NSC-30419";"Small molecule";"1.0";"211.26";"15";"39";"1.21";"53.71";"4";"1";"0";"5";"N";"0.80";"None";"9.77";"0.91";"-1.37";"1";"MOL";"0";"15";"4";"2";"0";"211.1208";"0.52";"BASE";"C11H17NO3";"COc1cc(CCN)cc(OC)c1OC";"RHCSKNNOAZULRK-UHFFFAOYSA-N"
"CHEMBL14053";"TRICHLOROACETIC ACID";"ACETIC ACID, TRICHLORO-|NSC-215204|TCAA|TRICHLOROACETATE|TRICHLOROACETIC ACID|Trichloroethanoic acid";"Small molecule";"4.0";"163.39";"118";"581";"1.44";"37.30";"1";"1";"0";"0";"Y";"0.55";"1.72";"None";"1.53";"-2.00";"0";"MOL";"0";"7";"2";"1";"0";"161.9042";"-0.03";"ACID";"C2HCl3O2";"O=C(O)C(Cl)(Cl)Cl";"YNJBWRMUSHSURL-UHFFFAOYSA-N"
"CHEMBL146624";"MITOGLITAZONE";"CAY-10415|J730.386F|MSD-9|MSDC-0160|Mitoglitazone|PNU-91325|U-91325";"Small molecule";"2.0";"370.43";"10";"13";"2.80";"85.36";"6";"1";"0";"7";"N";"0.75";"6.61";"2.78";"3.15";"2.33";"2";"MOL";"0";"26";"6";"1";"0";"370.0987";"-0.61";"NEUTRAL";"C19H18N2O4S";"CCc1ccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1";"IRNJSRAGRIZIHD-UHFFFAOYSA-N"
"CHEMBL256087";"MENTHOL";"AQUA-COOL|AQUASOOTHE|ARJUN|CATARRH|DERMACOOL|DL-MENTHOL|FEMA NO. 2665|Fisherman's Friend Lozenges|HALLS|KARVOL|LOCKETS|MEGGEZONE|MEGGEZONES|MENTHOL|MENTHOL RACEMATE|MENTHOL, CIS-1,3,TRANS-1,4-|MENTHOL, DL-|MUIRS|NSC-2603|RAC-MENTHOL|RACEMENTHOL|TIXYLIX DECONGESTANT INH|Therapeutic Mineral Ice|VOCALZONE";"Small molecule";"4.0";"156.27";"34";"118";"2.44";"20.23";"1";"1";"0";"1";"Y";"0.62";"None";"None";"2.66";"2.66";"0";"MOL";"0";"11";"1";"1";"0";"156.1514";"1.86";"NEUTRAL";"C10H20O";"CC1CCC(C(C)C)C(O)C1";"NOOLISFMXDJSKH-UHFFFAOYSA-N"
"CHEMBL292439";"NORLEUCINE";"2-Amino-Hexanoic Acid|HEXANOIC ACID, 2-AMINO-, (S)-|NORLEUCINE|NSC-10378";"Small molecule";"1.0";"131.18";"2";"3";"0.59";"63.32";"2";"2";"0";"4";"N";"0.59";"2.79";"9.53";"-1.43";"-1.43";"0";"MOL";"0";"9";"3";"3";"0";"131.0946";"1.17";"ZWITTERION";"C6H13NO2";"CCCC[C@H](N)C(=O)O";"LRQKBLKVPFOOQJ-YFKPBYRVSA-N"
"CHEMBL1952329";"SGI-1776";"SGI-1776";"Small molecule";"1.0";"405.42";"310";"413";"4.05";"54.69";"6";"1";"0";"5";"N";"0.69";"None";"9.29";"4.21";"2.32";"3";"MOL";"0";"29";"6";"1";"0";"405.1776";"-1.61";"BASE";"C20H22F3N5O";"CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1";"MHXGEROHKGDZGO-UHFFFAOYSA-N"
"CHEMBL1319362";"HOMATROPINE HYDROBROMIDE";"DL-Homatropine hydrobromide|HOMATROPINE HYDROBROMIDE|HOMATROPINI HYDROBROMIDUM|Isopto Homatropine|NSC-757047";"Small molecule";"4.0";"356.26";"118";"286";"1.89";"49.77";"4";"1";"0";"3";"N";"0.86";"11.99";"9.38";"1.59";"-0.38";"1";"MOL";"0";"20";"4";"1";"0";"275.1521";"0.59";"BASE";"C16H22BrNO3";"Br.CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2";"DWSGTFTVBLXELC-RDYJJYPNSA-N"
